"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).PM0_5"
209111	83600.5	9240.63	402.907	117.809	117809	237.852	6108.02	5700.82	68409.9	0.0445502	54000
194671	531500	1824.54	798.389	66.4814	66481.4	158.536	7499.24	6999.29	83991.5	0.0363214	54000
200203	567711	1696.02	830.254	65.82	65820	157.562	7563.44	7059.21	84710.5	0.0360051	54000
203185	585161	1640.46	845.856	65.5399	65539.9	157.163	7592.82	7086.63	85039.5	0.035862	54000
207559	79922.7	9456.5	394.793	119.78	119780	240.006	6083.83	5678.24	68138.9	0.0447193	54000
206423	602952	1587.47	861.897	65.2763	65276.3	156.796	7621.83	7113.71	85364.5	0.0357216	54000
213036	636463	1496.35	892.399	64.8318	64831.8	156.198	7674.18	7162.56	85950.8	0.0354709	54000
209450	84434.6	9193.1	404.702	117.382	117382	237.375	6113.36	5705.8	68469.6	0.044513	54000
209291	617898	1545.52	875.46	65.0703	65070.3	156.515	7645.53	7135.83	85629.9	0.0356077	54000
208760	615182	1552.98	872.99	65.1067	65106.7	156.564	7641.27	7131.85	85582.2	0.0356281	54000
203674	587920	1632.01	848.336	65.4976	65497.6	157.103	7597.38	7090.88	85090.6	0.0358398	54000
175940	4740.11	19917.2	51.3785	335.022	335022	283.858	4518.17	4216.95	50603.5	0.0579193	54000
196031	56382.4	11146.1	332.918	137.077	137077	255.817	5894.22	5501.28	66015.3	0.0460791	54000
187172	464809	2122.58	742.172	68.0761	68076.1	161.027	7367.6	6876.43	82517.1	0.0369859	54000
194009	52472.1	11492.4	320.405	141.124	141124	258.791	5854.53	5464.22	65570.7	0.0463716	54000
168116	4164.01	20891.5	47.1296	360.453	360453	281.698	4343.05	4053.51	48642.2	0.0596852	54000
224495	688157	1373.83	939.948	64.2533	64253.3	155.468	7749.93	7233.27	86799.2	0.0351136	54000
196680	545361	1773.05	810.495	66.2142	66214.2	158.137	7524.36	7022.74	84272.8	0.0361971	54000
176667	4801.09	19827.4	51.8228	332.533	332533	284.04	4534.69	4232.38	50788.6	0.0577556	54000
218409	661546	1434.48	915.415	64.5368	64536.8	155.818	7711.61	7197.51	86370.1	0.0352935	54000
206370	602671	1588.28	861.643	65.2803	65280.3	156.801	7621.38	7113.29	85359.5	0.0357238	54000
210521	624105	1528.74	881.113	64.9885	64988.5	156.405	7655.2	7144.85	85738.3	0.0355614	54000
191782	48035.7	11913.2	305.135	146.326	146326	262.264	5805.49	5418.46	65021.5	0.0467367	54000
199782	63624.4	10560.2	354.132	130.656	130656	250.563	5960.45	5563.09	66757.1	0.0455971	54000
188523	21699.9	14956.8	176.527	197.094	197094	281.409	5403.64	5043.4	60520.8	0.049892	54000
179383	5043.4	19492.6	53.5821	323.062	323062	284.687	4596.83	4290.38	51484.5	0.057145	54000
203567	71221.5	10012.8	374.141	125.084	125084	245.428	6021.69	5620.24	67442.9	0.0451582	54000
170362	4316.24	20609.9	48.2635	353.417	353417	282.35	4392.78	4099.93	49199.1	0.0591778	54000
194538	53501	11399.1	323.778	140.013	140013	258	5865.27	5474.25	65691	0.0462922	54000
208144	81285.5	9375.28	397.839	119.033	119033	239.199	6092.92	5686.73	68240.7	0.0446556	54000
188774	41369.9	12604.9	279.59	155.654	155654	267.599	5722.43	5340.94	64091.3	0.047365	54000
172735	4487.86	20314.1	49.5311	345.745	345745	283.013	4445.81	4149.42	49793.1	0.0586419	54000
196888	58028.8	11006.9	337.95	135.504	135504	254.593	5910.06	5516.06	66192.7	0.0459631	54000
183272	5439.21	19012.5	56.4424	309.038	309038	285.5	4686.97	4374.5	52494	0.0562725	54000
170104	4298.33	20642	48.1305	354.234	354234	282.276	4387.06	4094.59	49135.1	0.0592359	54000
189432	313263	3336.5	632.451	75.1288	75128.8	173.143	6986.69	6520.91	78250.9	0.0390335	54000
191126	504057	1936.17	774.81	67.0695	67069.5	159.434	7447.35	6950.86	83410.3	0.0365809	54000
205691	599022	1598.88	858.342	65.3328	65332.8	156.874	7615.5	7107.8	85293.6	0.0357521	54000
176000	4745.09	19909.7	51.4148	334.817	334817	283.873	4519.53	4218.23	50618.7	0.0579058	54000
194796	54001.3	11354.3	325.397	139.486	139486	257.618	5870.42	5479.06	65748.7	0.0462542	54000
192584	49658.6	11755.7	310.865	144.34	144340	260.983	5823.96	5435.7	65228.4	0.0465987	54000
189009	41944.8	12542.4	281.934	154.767	154767	267.137	5730.09	5348.08	64177	0.0473066	54000
197598	59393.5	10894.2	342.024	134.254	134254	253.591	5922.82	5527.97	66335.6	0.04587	54000
214714	99382	8419.13	434.309	110.696	110696	229.425	6201.25	5787.84	69454	0.0439076	54000
197994	553952	1742.6	818.058	66.0576	66057.6	157.907	7539.58	7036.94	84443.3	0.0361221	54000
199230	62547.7	10643.1	351.122	131.534	131534	251.322	5951.14	5554.4	66652.8	0.0456644	54000
208492	613803	1556.8	871.736	65.1254	65125.4	156.59	7639.1	7129.82	85557.9	0.0356385	54000
216737	181663	5641.81	541.08	89.9423	89942.3	198.958	6555.9	6118.84	73426	0.0415912	54000
174830	4649.78	20054.4	50.7188	338.783	338783	283.572	4493	4193.47	50321.6	0.0581694	54000
174406	4616.18	20106.8	50.4729	340.205	340205	283.461	4483.43	4184.54	50214.4	0.0582649	54000
182576	5363.4	19098.6	55.8954	311.585	311585	285.365	4670.73	4359.35	52312.2	0.0564284	54000
214045	97196.5	8524.01	430.257	111.573	111573	230.52	6189.21	5776.6	69319.1	0.0439898	54000
171802	4418.97	20430.2	49.0235	348.79	348790	282.756	4424.9	4129.91	49558.9	0.0588525	54000
207517	608736	1570.97	867.137	65.195	65195	156.684	7631.07	7122.33	85468	0.0356771	54000
188624	319588	3262.91	636.503	74.6834	74683.4	172.354	7005.07	6538.06	78456.8	0.0389303	54000
204695	73589.6	9854.56	379.98	123.54	123540	243.905	6039.35	5636.73	67640.8	0.0450328	54000
217187	108776	7995.41	450.776	107.237	107237	224.95	6250.5	5833.8	70005.6	0.0435739	54000
202866	583344	1646.07	844.226	65.568	65568	157.202	7589.8	7083.81	85005.8	0.0358766	54000
185260	436464	2281.41	719.551	68.9547	68954.7	162.461	7305.55	6818.51	81822.2	0.0373066	54000
201712	67441.1	10277.3	364.441	127.729	127729	247.935	5992.14	5592.67	67112	0.0453692	54000
227957	702573	1342.85	953.269	64.1109	64110.9	155.299	7770.15	7252.14	87025.7	0.0350194	54000
202192	579477	1658.15	840.758	65.6287	65628.7	157.288	7583.35	7077.79	84933.5	0.035908	54000
205500	597989	1601.91	857.41	65.3478	65347.8	156.894	7613.83	7106.24	85274.9	0.0357602	54000
208214	612366	1560.79	870.431	65.145	65145	156.616	7636.83	7127.71	85532.5	0.0356494	54000
216652	182125	5630.35	541.499	89.8643	89864.3	198.828	6557.59	6120.42	73445	0.0415806	54000
203535	239783	4413.98	585.681	81.846	81846	185.061	6757.79	6307.27	75687.3	0.040359	54000
182979	5406.94	19048.9	56.2095	310.114	310114	285.444	4680.11	4368.11	52417.3	0.0563383	54000
188898	41674.3	12571.7	280.835	155.182	155182	267.354	5726.5	5344.73	64136.8	0.0473339	54000
222896	681330	1388.94	933.646	64.3234	64323.4	155.553	7740.23	7224.21	86690.6	0.035159	54000
214779	99601.2	8408.76	434.71	110.609	110609	229.316	6202.45	5788.95	69467.4	0.0438994	54000
218998	664198	1428.22	917.856	64.5072	64507.2	155.781	7715.49	7201.13	86413.5	0.0352752	54000
193546	286933	3672.74	615.831	77.1866	77186.6	176.8	6907.88	6447.35	77368.2	0.0394815	54000
220194	669533	1415.77	922.768	64.4487	64448.7	155.708	7723.26	7208.37	86500.5	0.0352387	54000
210901	626002	1523.68	882.843	64.9639	64963.9	156.373	7658.14	7147.6	85771.2	0.0355473	54000
199762	63584	10563.3	354.02	130.689	130689	250.592	5960.11	5562.76	66753.2	0.0455996	54000
220352	154305	6382.91	513.425	95.0953	95095.3	207.299	6451.63	6021.52	72258.3	0.0422516	54000
185044	5644.18	18792.4	57.9209	302.472	302472	285.818	4728.57	4413.33	52960	0.055875	54000
213831	640283	1486.6	895.897	64.7849	64784.9	156.137	7679.97	7167.97	86015.6	0.0354433	54000
214180	97628.4	8503.08	431.065	111.397	111397	230.302	6191.61	5778.84	69346	0.0439734	54000
228675	705502	1336.7	955.978	64.0828	64082.8	155.266	7774.22	7255.94	87071.2	0.0350005	54000
200094	64233.5	10513.9	355.814	130.17	130170	250.137	5965.64	5567.93	66815.2	0.0455597	54000
194351	7230.98	17562.9	69.4491	265.373	265373	286.72	4960.18	4629.5	55554	0.0537236	54000
193256	521086	1865.31	789.377	66.6948	66694.8	158.859	7479.9	6981.24	83774.9	0.0364178	54000
205280	596792	1605.43	856.329	65.3652	65365.2	156.918	7611.89	7104.43	85253.1	0.0357696	54000
217353	656745	1445.94	911.001	64.591	64591	155.887	7704.55	7190.92	86291	0.0353268	54000
206289	77050.2	9632.7	388.213	121.424	121424	241.744	6064.13	5659.85	67918.2	0.0448578	54000
195728	7629.86	17349.8	72.3902	259.049	259049	286.69	4999.6	4666.29	55995.5	0.0533678	54000
231844	718207	1310.59	967.732	63.9644	63964.4	155.129	7791.7	7272.25	87267	0.0349194	54000
213328	637869	1492.75	893.687	64.8144	64814.4	156.175	7676.31	7164.56	85974.7	0.0354607	54000
209199	83816.7	9228.26	403.374	117.698	117698	237.728	6109.41	5702.12	68425.4	0.0445405	54000
183755	5493.29	18952.7	56.8325	307.26	307260	285.59	4698.26	4385.05	52620.5	0.0561642	54000
196892	546772	1767.97	811.735	66.1881	66188.1	158.099	7526.88	7025.09	84301	0.0361847	54000
197820	552832	1746.51	817.069	66.0777	66077.7	157.936	7537.61	7035.1	84421.3	0.0361318	54000
205560	598313	1600.96	857.702	65.343	65343	156.888	7614.35	7106.73	85280.7	0.0357577	54000
227700	701518	1345.08	952.294	64.1211	64121.1	155.311	7768.68	7250.77	87009.3	0.0350262	54000
181428	5243.37	19240.4	55.0286	315.752	315752	285.133	4644.05	4334.45	52013.4	0.0566859	54000
198174	60503.1	10804.4	345.273	133.271	133271	252.785	5932.96	5537.43	66449.2	0.0457962	54000
190790	303680	3453.13	626.365	75.8385	75838.5	174.403	6958.43	6494.53	77934.4	0.0391932	54000
179274	5033.26	19506	53.5087	323.444	323444	284.662	4594.34	4288.05	51456.6	0.0571693	54000
186256	32724.5	13605	240.399	171.195	171195	274.374	5594.97	5221.97	62663.7	0.0483531	54000
220643	671516	1411.2	924.596	64.4273	64427.3	155.681	7726.13	7211.05	86532.6	0.0352252	54000
187085	36528.4	13152	258.621	163.822	163822	271.454	5653.96	5277.03	63324.3	0.0478922	54000
192682	516675	1883.15	785.583	66.7886	66788.6	159.002	7471.58	6973.47	83681.7	0.0364593	54000
215629	648775	1465.36	903.681	64.6833	64683.3	156.005	7692.72	7179.88	86158.5	0.0353828	54000
210795	625476	1525.08	882.363	64.9707	64970.7	156.382	7657.32	7146.84	85762	0.0355512	54000
224931	689999	1369.8	941.649	64.2347	64234.7	155.446	7752.53	7235.7	86828.4	0.0351015	54000
192592	49675.8	11754	310.924	144.32	144320	260.97	5824.15	5435.88	65230.5	0.0465973	54000
191024	46459.6	12070.2	299.399	148.355	148355	263.517	5786.94	5401.14	64813.7	0.0468761	54000
191988	511172	1905.9	780.87	66.9088	66908.8	159.186	7461.09	6963.68	83564.2	0.0365118	54000
205360	75016	9761.79	383.416	122.649	122649	243.006	6049.71	5646.39	67756.7	0.0449595	54000
214750	644646	1475.62	899.894	64.7323	64732.3	156.068	7686.54	7174.11	86089.3	0.0354121	54000
204666	593432	1615.39	853.298	65.4147	65414.7	156.987	7606.42	7099.32	85191.9	0.035796	54000
194853	54111.8	11344.5	325.752	139.37	139370	257.533	5871.55	5480.11	65761.3	0.0462459	54000
184979	5636.37	18800.4	57.8646	302.714	302714	285.807	4727.04	4411.91	52942.9	0.0558895	54000
242213	757447	1235.01	1004.05	63.6284	63628.4	154.759	7844.25	7321.3	87855.6	0.0346779	54000
200276	64592.6	10486.8	356.799	129.887	129887	249.887	5968.68	5570.77	66849.2	0.0455378	54000
186008	5763.87	18671.8	58.7844	298.851	298851	285.975	4751.39	4434.63	53215.6	0.0556584	54000
208017	611343	1563.65	869.502	65.159	65159	156.635	7635.21	7126.2	85514.3	0.0356572	54000
201172	573505	1677.15	835.419	65.7244	65724.4	157.425	7573.3	7068.41	84820.9	0.0359569	54000
186520	34236.1	13422.9	247.842	168.16	168160	273.231	5618.96	5244.36	62932.3	0.0481649	54000
196264	56829.2	11108	334.297	136.643	136643	255.483	5898.57	5505.33	66064	0.0460472	54000
213569	639029	1489.79	894.748	64.8002	64800.2	156.157	7678.07	7166.2	85994.4	0.0354523	54000
210547	210562	4981.01	564.992	85.5232	85523.2	191.472	6658.92	6214.99	74579.9	0.0409548	54000
194559	530693	1827.64	797.688	66.4975	66497.5	158.56	7497.76	6997.91	83974.9	0.0363288	54000
194092	15794.8	15635.1	134.656	212.592	212592	283.871	5297.59	4944.42	59333	0.0507743	54000
194652	531363	1825.07	798.27	66.4841	66484.1	158.54	7498.99	6999.06	83988.7	0.0363227	54000
209047	616654	1548.93	874.328	65.0869	65086.9	156.538	7643.58	7134.01	85608.1	0.035617	54000
212258	632687	1506.1	888.947	64.8788	64878.8	156.26	7668.42	7157.19	85886.3	0.0354983	54000
197422	550255	1755.57	814.798	66.1242	66124.2	158.005	7533.06	7030.86	84370.3	0.0361542	54000
186938	35998.8	13213.9	256.183	164.797	164797	271.868	5646.02	5269.62	63235.4	0.0479538	54000
208220	81464.1	9364.74	398.235	118.937	118937	239.094	6094.1	5687.83	68253.9	0.0446474	54000
188337	40256.2	12727.5	274.965	157.42	157420	268.493	5707.32	5326.83	63922	0.0474806	54000
196930	547022	1767.08	811.954	66.1834	66183.4	158.092	7527.32	7025.5	84306	0.0361825	54000
207752	222244	4743.21	573.579	83.9688	83968.8	188.779	6699.02	6252.42	75029	0.0407114	54000
197658	265856	3980.15	602.578	79.0989	79098.9	180.2	6842.19	6386.05	76632.6	0.0398616	54000
180374	5138.24	19370.4	54.2686	319.538	319538	284.908	4619.67	4311.69	51740.3	0.0569224	54000
193455	51388.2	11592.4	316.787	142.33	142330	259.631	5842.96	5453.43	65441.2	0.0464574	54000
205920	600260	1595.27	859.461	65.3149	65314.9	156.849	7617.5	7109.66	85316	0.0357425	54000
200921	572017	1681.96	834.09	65.7487	65748.7	157.459	7570.77	7066.06	84792.7	0.0359692	54000
179543	5058.47	19472.9	53.6913	322.495	322495	284.723	4600.52	4293.81	51525.8	0.057109	54000
211410	628523	1517	885.143	64.9315	64931.5	156.33	7662.03	7151.22	85814.7	0.0355288	54000
218349	661274	1435.12	915.166	64.5398	64539.8	155.822	7711.22	7197.14	86365.6	0.0352954	54000
200789	571231	1684.5	833.39	65.7616	65761.6	157.478	7569.44	7064.81	84777.7	0.0359758	54000
217705	176094	5782.54	535.911	90.9038	90903.8	200.548	6535.3	6099.61	73195.3	0.0417203	54000
166642	4068.88	21077.4	46.4156	364.95	364950	281.259	4310.66	4023.28	48279.4	0.0600181	54000
179710	5074.3	19452.3	53.8059	321.902	321902	284.761	4604.36	4297.4	51568.9	0.0570715	54000
205285	596820	1605.34	856.354	65.3648	65364.8	156.918	7611.93	7104.47	85253.6	0.0357694	54000
224056	686290	1377.93	938.224	64.2723	64272.3	155.491	7747.29	7230.8	86769.6	0.035126	54000
213543	638905	1490.1	894.634	64.8017	64801.7	156.159	7677.88	7166.02	85992.3	0.0354532	54000
204069	72267	9942.29	376.74	124.392	124392	244.751	6029.56	5627.59	67531.1	0.0451022	54000
181176	5217.81	19271.5	54.8439	316.661	316661	285.08	4638.22	4329	51948	0.0567425	54000
202138	68297.6	10216.1	366.681	127.109	127109	247.359	5998.99	5599.06	67188.7	0.0453202	54000
190619	499699	1955.2	771.119	67.1709	67170.9	159.592	7438.82	6942.9	83314.8	0.0366238	54000
206866	605307	1580.71	864.029	65.243	65243	156.75	7625.61	7117.23	85406.8	0.0357034	54000
198674	558274	1727.69	821.878	65.9813	65981.3	157.795	7547.14	7044	84528	0.0360849	54000
200161	567457	1696.86	830.028	65.8242	65824.2	157.568	7563	7058.8	84705.6	0.0360072	54000
178397	4952.61	19614.1	52.924	326.532	326532	284.459	4574.2	4269.25	51231	0.0573666	54000
174132	4594.7	20140.7	50.3156	341.12	341120	283.389	4477.25	4178.77	50145.2	0.0583266	54000
182256	5329.34	19138.2	55.6495	312.751	312751	285.302	4663.29	4352.4	52228.8	0.0565002	54000
198670	61462.3	10728.1	348.039	132.445	132445	252.096	5941.57	5545.47	66545.6	0.0457337	54000
221178	673867	1405.8	926.763	64.402	64402	155.65	7729.52	7214.22	86570.7	0.0352092	54000
200893	65808.7	10396.3	360.098	128.947	128947	249.047	5978.83	5580.24	66962.9	0.0454647	54000
186294	453332	2184.16	732.908	68.4147	68414.7	161.575	7342.95	6853.42	82241	0.0371127	54000
222294	678729	1394.78	931.246	64.3506	64350.6	155.587	7736.51	7220.74	86648.9	0.0351764	54000
185171	358560	2863.07	662.34	72.2979	72297.9	168.159	7113.53	6639.3	79671.6	0.0383304	54000
203698	71493.1	9994.41	374.819	124.902	124902	245.252	6023.74	5622.16	67465.9	0.0451436	54000
194477	530107	1829.89	797.179	66.5093	66509.3	158.578	7496.68	6996.9	83962.8	0.0363342	54000
206877	605367	1580.54	864.083	65.2421	65242.1	156.749	7625.7	7117.32	85407.9	0.035703	54000
228128	703271	1341.38	953.915	64.1042	64104.2	155.291	7771.12	7253.05	87036.6	0.0350149	54000
224715	689084	1371.8	940.804	64.2439	64243.9	155.457	7751.24	7234.49	86813.9	0.0351075	54000
206267	602119	1589.88	861.143	65.2882	65288.2	156.812	7620.49	7112.46	85349.5	0.035728	54000
206892	605443	1580.32	864.152	65.241	65241	156.747	7625.82	7117.43	85409.2	0.0357024	54000
209953	85690.8	9122.49	407.373	116.75	116750	236.662	6121.3	5713.22	68558.6	0.0444578	54000
213129	636913	1495.19	892.812	64.8262	64826.2	156.191	7674.86	7163.2	85958.4	0.0354676	54000
197553	59306.1	10901.3	341.765	134.333	134333	253.655	5922.01	5527.21	66326.6	0.0458759	54000
200004	64058.8	10527.1	355.333	130.309	130309	250.259	5964.16	5566.55	66798.6	0.0455704	54000
195117	534660	1812.53	801.138	66.4188	66418.8	158.442	7505.03	7004.7	84056.4	0.0362927	54000
180444	5145.11	19361.8	54.3183	319.286	319286	284.923	4621.29	4313.21	51758.5	0.0569066	54000
178990	5006.83	19541	53.3171	324.448	324448	284.597	4587.81	4281.95	51383.4	0.0572332	54000
199698	63459.9	10572.8	353.675	130.789	130789	250.679	5959.04	5561.77	66741.2	0.0456073	54000
204315	591491	1621.2	851.549	65.4437	65443.7	157.028	7603.24	7096.36	85156.3	0.0358114	54000
186404	341026	3032.15	650.511	73.2992	73299.2	169.912	7065.76	6594.71	79136.6	0.0385926	54000
233914	726315	1294.37	975.234	63.8914	63891.4	155.046	7802.73	7282.55	87390.6	0.0348685	54000
180133	5114.79	19400.2	54.0989	320.399	320399	284.855	4614.1	4306.49	51677.9	0.0569767	54000
193283	521286	1864.51	789.549	66.6905	66690.5	158.852	7480.27	6981.59	83779.1	0.0364159	54000
186756	459584	2150.18	737.937	68.2275	68227.5	161.271	7356.46	6866.03	82392.3	0.0370431	54000
240401	750829	1247.27	997.922	63.6822	63682.2	154.816	7835.53	7313.16	87757.9	0.0347178	54000
189287	487495	2010.6	760.868	67.468	67468	160.057	7414.53	6920.23	83042.7	0.0367466	54000
186086	450311	2200.97	730.493	68.5076	68507.6	161.726	7336.35	6847.26	82167.2	0.0371468	54000
214445	98489.5	8461.66	432.664	111.05	111050	229.869	6196.36	5783.27	69399.3	0.0439409	54000
227135	699191	1350.01	950.143	64.1437	64143.7	155.337	7765.44	7247.74	86972.9	0.0350413	54000
220354	154271	6383.92	513.387	95.1025	95102.5	207.31	6451.5	6021.4	72256.8	0.0422525	54000
208773	82781.9	9287.77	401.13	118.236	118236	238.325	6102.73	5695.88	68350.6	0.0445871	54000
216365	652198	1456.96	906.824	64.6433	64643.3	155.954	7697.82	7184.63	86215.6	0.0353587	54000
224472	688056	1374.05	939.855	64.2544	64254.4	155.47	7749.79	7233.13	86797.6	0.0351143	54000
198444	556825	1732.66	820.596	66.0067	66006.7	157.832	7544.62	7041.64	84499.7	0.0360973	54000
182586	5364.46	19097.4	55.903	311.549	311549	285.367	4670.96	4359.57	52314.8	0.0564262	54000
202604	581849	1650.72	842.885	65.5913	65591.3	157.235	7587.31	7081.49	84977.9	0.0358887	54000
218404	171648	5898.38	531.627	91.701	91701	201.855	6518.64	6084.07	73008.8	0.0418252	54000
207703	80254.7	9436.57	395.54	119.596	119596	239.809	6086.06	5680.32	68163.8	0.0447037	54000
193277	521239	1864.7	789.509	66.6915	66691.5	158.854	7480.19	6981.51	83778.1	0.0364163	54000
220964	672926	1407.96	925.896	64.4121	64412.1	155.663	7728.17	7212.96	86555.5	0.0352156	54000
201255	573998	1675.57	835.859	65.7165	65716.5	157.413	7574.13	7069.19	84830.3	0.0359529	54000
197074	58386.5	10977.1	339.026	135.172	135172	254.329	5913.44	5519.21	66230.5	0.0459385	54000
205697	75748.6	9714.87	385.157	122.201	122201	242.548	6054.95	5651.28	67815.4	0.0449225	54000
196384	57060.7	11088.3	335.007	136.42	136420	255.311	5900.81	5507.42	66089.1	0.0460308	54000
185034	431867	2309.4	715.967	69.1113	69111.3	162.72	7295.11	6808.77	81705.2	0.037361	54000
220005	125778	7320.98	477.151	101.98	101980	217.673	6331.43	5909.33	70912	0.0430341	54000
189136	42251.3	12509.2	283.172	154.302	154302	266.891	5734.13	5351.86	64222.3	0.0472758	54000
201415	66846.3	10320.3	362.87	128.167	128167	248.338	5987.33	5588.18	67058.1	0.0454037	54000
217502	657427	1444.31	911.628	64.5832	64583.2	155.877	7705.56	7191.86	86302.3	0.0353221	54000
198209	60570	10799	345.468	133.213	133213	252.737	5933.57	5538	66456	0.0457918	54000
206768	604788	1582.2	863.559	65.2503	65250.3	156.76	7624.77	7116.46	85397.5	0.0357074	54000
191278	46992.4	12016.7	301.357	147.658	147658	263.092	5793.28	5407.06	64884.7	0.0468284	54000
203323	585939	1638.07	846.555	65.5279	65527.9	157.146	7594.1	7087.83	85054	0.0358557	54000
190423	19272.3	15240.4	159.934	203.358	203358	282.53	5360.18	5002.84	60034	0.050251	54000
226292	695699	1357.47	946.915	64.1779	64177.9	155.378	7760.55	7243.18	86918.2	0.0350641	54000
179410	5045.96	19489.3	53.6007	322.965	322965	284.693	4597.46	4290.96	51491.5	0.0571389	54000
194988	54373.4	11321.3	326.592	139.098	139098	257.334	5874.21	5482.6	65791.2	0.0462262	54000
232047	719010	1308.97	968.474	63.9571	63957.1	155.12	7792.8	7273.28	87279.3	0.0349144	54000
206581	77701.7	9592.12	389.725	121.042	121042	241.346	6068.66	5664.08	67969	0.0448258	54000
183871	5506.55	18938.2	56.9282	306.829	306829	285.611	4701	4387.6	52651.2	0.0561381	54000
217640	176490	5772.37	536.285	90.8341	90834.1	200.433	6536.77	6100.99	73211.8	0.0417111	54000
203559	239680	4415.81	585.612	81.8577	81857.7	185.082	6757.46	6306.96	75683.5	0.040361	54000
196517	57316.4	11066.7	335.789	136.176	136176	255.12	5903.27	5509.72	66116.6	0.0460128	54000
205895	76181	9687.41	386.177	121.941	121941	242.28	6058.01	5654.15	67849.8	0.0449008	54000
192777	50045.6	11718.7	312.206	143.881	143881	260.679	5828.27	5439.72	65276.6	0.0465666	54000
209341	215636	4875.81	568.783	84.8333	84833.3	190.28	6676.43	6231.34	74776.1	0.0408482	54000
202285	580011	1656.47	841.237	65.6202	65620.2	157.276	7584.24	7078.63	84943.5	0.0359036	54000
205644	75632.3	9722.29	384.882	122.272	122272	242.621	6054.12	5650.51	67806.1	0.0449283	54000
203201	585251	1640.18	845.937	65.5385	65538.5	157.161	7592.96	7086.77	85041.2	0.0358612	54000
192093	48668.8	11851.3	307.39	145.54	145540	261.763	5812.77	5425.25	65103.1	0.0466823	54000
201653	67321.9	10285.9	364.127	127.816	127816	248.016	5991.18	5591.77	67101.2	0.0453761	54000
195112	54613	11300.1	327.358	138.851	138851	257.152	5876.64	5484.86	65818.4	0.0462083	54000
186088	450335	2200.83	730.512	68.5068	68506.8	161.725	7336.41	6847.31	82167.7	0.0371465	54000
193731	51929.5	11542.2	318.602	141.723	141723	259.211	5848.77	5458.85	65506.2	0.0464143	54000
214631	644086	1477.02	899.381	64.739	64739	156.077	7685.7	7173.32	86079.9	0.0354161	54000
186984	334616	3098.25	646.274	73.6937	73693.7	170.606	7047.88	6578.02	78936.2	0.0386916	54000
212999	636284	1496.81	892.236	64.834	64834	156.201	7673.9	7162.31	85947.7	0.0354722	54000
180522	5152.7	19352.2	54.3732	319.009	319009	284.94	4623.08	4314.88	51778.5	0.0568893	54000
188623	480913	2041.84	755.393	67.6366	67636.6	160.324	7401.15	6907.74	82892.9	0.0368145	54000
206447	603080	1587.1	862.012	65.2745	65274.5	156.793	7622.04	7113.9	85366.8	0.0357206	54000
205163	74590.5	9789.27	382.397	122.912	122912	243.273	6046.64	5643.53	67722.4	0.0449812	54000
211031	208501	5024.59	563.424	85.81	85810	191.966	6651.76	6208.31	74499.7	0.0409985	54000
203380	586261	1637.08	846.844	65.523	65523	157.139	7594.64	7088.33	85059.9	0.0358531	54000
197042	547760	1764.44	812.603	66.1698	66169.8	158.072	7528.64	7026.73	84320.7	0.036176	54000
207502	608658	1571.19	867.066	65.1961	65196.1	156.686	7630.95	7122.22	85466.6	0.0356777	54000
195304	14769.1	15754.6	126.921	215.505	215505	284.225	5278.17	4926.29	59115.5	0.0509382	54000
207911	610795	1565.18	869.004	65.1665	65166.5	156.645	7634.34	7125.38	85504.6	0.0356614	54000
187597	469827	2096.73	746.264	67.9349	67934.9	160.8	7378.18	6886.31	82635.7	0.0369317	54000
198422	556682	1733.15	820.47	66.0092	66009.2	157.836	7544.37	7041.41	84496.9	0.0360986	54000
195231	54842.5	11279.9	328.088	138.616	138616	256.978	5878.95	5487.02	65844.3	0.0461913	54000
164806	3955.18	21310.2	45.5561	370.415	370415	280.702	4270.6	3985.89	47830.7	0.0604326	54000
185938	448063	2213.64	728.702	68.5777	68577.7	161.841	7331.42	6842.66	82111.9	0.0371723	54000
212444	633590	1503.76	889.773	64.8675	64867.5	156.245	7669.8	7158.48	85901.7	0.0354917	54000
205995	600659	1594.11	859.823	65.3091	65309.1	156.841	7618.14	7110.27	85323.2	0.0357394	54000
210811	87900.4	9000.98	411.984	115.673	115673	235.43	6135	5726	68712	0.0443628	54000
221639	675884	1401.21	928.622	64.3806	64380.6	155.624	7732.43	7216.93	86603.2	0.0351956	54000
202481	68993.4	10166.9	368.482	126.614	126614	246.894	6004.48	5604.18	67250.2	0.0452809	54000
213021	94054.1	8679.43	424.274	112.888	112888	232.133	6171.45	5760.02	69120.3	0.0441114	54000
196640	57551	11046.9	336.503	135.953	135953	254.946	5905.52	5511.81	66141.8	0.0459964	54000
199673	63410.7	10576.5	353.538	130.829	130829	250.713	5958.62	5561.38	66736.5	0.0456104	54000
196949	58144.9	10997.2	338.3	135.396	135396	254.507	5911.16	5517.08	66205	0.0459551	54000
178668	4977.29	19580.6	53.103	325.579	325579	284.522	4580.43	4275.06	51300.8	0.0573055	54000
211809	90585.3	8857.74	417.443	114.422	114422	233.968	6151.19	5741.11	68893.4	0.0442508	54000
200363	64762.8	10474.1	357.264	129.754	129754	249.769	5970.11	5572.11	66865.3	0.0455274	54000
220403	153568	6404.74	512.594	95.2506	95250.6	207.543	6448.7	6018.79	72225.5	0.0422704	54000
